"Classe","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Total","357.6067611328125","852.8133208068854","1694.272412481687","2053.1867974059996","2543.691247448716","2861.751512158191","3539.946370513889","3991.062456243854","4457.293817571996","4736.16193234861","5104.498232550039","5400.496324786362","5968.636334057604","6164.578304882792","6390.131585058573","6538.818819897457","7258.073980291727","7407.8318460937535","7519.867751916509","7605.074801477065","7733.47539399415","7836.749560638445","7944.823728167736","8048.123111767582","8160.702087286384","8291.488137774662","8391.121496301257","8435.270693701154","8502.448039074683","8554.743759082012","8589.97703087157","8637.75639468993","8701.213629577629","8740.005323712143","8799.106106140103","8829.65562893673","8843.702903723106"
